学段,学科,版本,册次,单元,文章
小学,一年级,数学,苏教版,下册,第七单元 期末复习,100以内的加、减法（口算）及应用复习
小学,一年级,数学,苏教版,下册,第七单元 期末复习,100以内的加、减法（笔算）及应用复习
小学,一年级,数学,苏教版,下册,第七单元 期末复习,加、减法实际问题复习
小学,一年级,数学,人教版,上册,第一单元 准备课,数一数
小学,一年级,数学,人教版,上册,第一单元 准备课,比多少
小学,一年级,数学,人教版,上册,第二单元 位置,上、下、前、后
小学,一年级,数学,人教版,上册,第二单元 位置,左、右
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,1～5的认识
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,比大小
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,第几
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,分与合
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,1～5的认识练习
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,加法的初步认识
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,减法的初步认识
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,加减法的初步认识练习
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,0的认识
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,0的加减法
小学,一年级,数学,人教版,上册,第三单元 5以内数的认识和加减法,1～5的认识和加减法的整理和复习
小学,一年级,数学,人教版,上册,第四单元 认识图形（一）,认识立体图形（第1课时）
小学,一年级,数学,人教版,上册,第四单元 认识图形（一）,认识立体图形（第2课时）
小学,一年级,数学,人教版,上册,第四单元 认识图形（一）,解决问题
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,6、7的认识
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,6、7的分与合
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,6、7的加减法
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,6、7的认识和加减法练习
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,解决问题（第1课时）
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,解决问题（第2课时）
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,解决问题（第3课时）
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,8、9的认识
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,8、9的分与合
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,8、9的加减法
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,8、9的认识和加减法练习
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,解决问题
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,10的认识
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,10的加减法
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,10的认识和加减法练习
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,连加、连减
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,加减混合
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,连加、连减、加减混合练习
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,6～10的认识和加减法整理和复习（第1课时）
小学,一年级,数学,人教版,上册,第五单元 6～10的认识和加减法,6～10的认识和加减法整理和复习（第2课时）
小学,一年级,数学,人教版,上册,第六单元 11～20各数的认识,11～20各数的认识（第1课时）
小学,一年级,数学,人教版,上册,第六单元 11～20各数的认识,11～20各数的认识（第2课时）
小学,一年级,数学,人教版,上册,第六单元 11～20各数的认识,10加几及相应的减法
小学,一年级,数学,人教版,上册,第六单元 11～20各数的认识,十几加几及相应的减法
小学,一年级,数学,人教版,上册,第六单元 11～20各数的认识,解决问题
小学,一年级,数学,人教版,上册,第六单元 11～20各数的认识,数学乐园
小学,一年级,数学,人教版,上册,★ 数学乐园,数学乐园
小学,一年级,数学,人教版,上册,第七单元 认识钟表,认识钟表
小学,一年级,数学,人教版,上册,第七单元 认识钟表,认识钟表练习
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,9加几（第1课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,9加几（第2课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,8、7、6加几（第1课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,8、7、6加几（第2课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,5、4、3、2加几（第1课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,5、4、3、2加几（第2课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,解决问题（第1课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,解决问题（第2课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,20以内的进位加法整理和复习（第1课时）
小学,一年级,数学,人教版,上册,第八单元 20以内的进位加法,20以内的进位加法整理和复习（第2课时）
小学,一年级,数学,人教版,下册,第一单元 认识图形（二）,平面图形的认识
小学,一年级,数学,人教版,下册,第一单元 认识图形（二）,平面图形的简单拼组
小学,一年级,数学,人教版,下册,第一单元 认识图形（二）,七巧板拼图
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,十几减9（第1课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,十几减9（第2课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,十几减8、7、6（第1课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,十几减8、7、6（第2课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,十几减8、7、6（第3课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,十几减5、4、3、2（第1课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,十几减5、4、3、2（第2课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,解决含有多余信息的实际问题
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,解决求两数相差几的实际问题（第1课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,解决求两数相差几的实际问题（第2课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,20以内的退位减法整理与复习（第1课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,20以内的退位减法整理与复习（第2课时）
小学,一年级,数学,人教版,下册,第二单元 20以内的退位减法,20以内的退位减法整理与复习（第3课时）
小学,一年级,数学,人教版,下册,第三单元 分类与整理,分类与整理（第1课时）
小学,一年级,数学,人教版,下册,第三单元 分类与整理,分类与整理（第3课时）
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 1 School,第一课时 Wow！ This is my school!
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 1 School,第二课时 I'm ready for class!
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 1 School,第三课时 I have fun in Class.
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 1 School,第四课时 I have fun at school.
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 1 School,第五课时 I'm ready for school!
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 2 Face,第一课时 This is my face.
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 2 Face,第二课时 This is my face.
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 2 Face,第三课时 We are different.
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 2 Face,第四课时 Fun five senses.
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 2 Face,第五课时 Happy facepainting.
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 3 Animals,第一课时 Animals I Know
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 3 Animals,第二课时 Animals Quiz
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 3 Animals,第三课时 Who Eats Who
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 3 Animals,第四课时 Animals I Like
小学,一年级,英语,人教版（一年级起点）（主编：吴欣）,上册,Unit 3 Animals,第五课时 Animals In the Sky
